combo,layer,makespan,bw_util,core0_latency_cycles,core0_avg_bw_req,core0_traffic,core1_latency_cycles,core1_avg_bw_req,core1_traffic,total_traffic
RS_WS,CONV4_5_3,917505.0,0.4239294499386924,917505.0,28.125,25804828.125,401409.0,32.6124,13090910.8716,38895738.9966
RS_WS,CONV4_5_Residual,8623.65681,0.4669962178144701,7169.0,28.0006,200736.3014,785.0,257.306,201985.21,402721.51139999996
RS_WS,CONV4_6_1,917505.0,0.4241973251262936,917505.0,28.1384,25817122.692,401409.0,32.643,13103193.987,38920316.679000005
RS_WS,CONV4_6_2,238855.07961599997,0.9895395702908357,98304.0,150.801,14824341.503999999,110595.0,79.6719,8811313.780499998,23635655.284499995
RS_WS,CONV4_6_3,917505.0,0.4239294499386924,917505.0,28.125,25804828.125,401409.0,32.6124,13090910.8716,38895738.9966
RS_WS,CONV4_6_Residual,8623.65681,0.4669962178144701,7169.0,28.0006,200736.3014,785.0,257.306,201985.21,402721.51139999996
RS_WS,CONV5_1_1,917504.9999999999,0.22412488812595022,917505.0,14.8499,13624857.499499999,200705.0,34.5717,6938713.0485,20563570.548
RS_WS,CONV5_1_2,237614.35049799999,0.9146114568607641,163840.0,76.6886,12564660.224,76803.0,119.368,9167820.503999999,21732480.728
RS_WS,CONV5_1_3,1835009.0,0.21829327201392468,1835009.0,14.2757,26196037.9813,401409.0,34.5308,13860973.8972,40057011.8785
RS_WS,CONV5_1_Residual,7857.632678,0.2583874071492963,7169.0,14.0006,100370.3014,393.0,261.224,102661.03199999999,203031.3334
RS_WS,CONV5_2_1,1835009.0000000002,0.21850214727448192,1835009.0,14.2832,26209800.548800003,401409.0,34.592,13885540.127999999,40095340.6768
RS_WS,CONV5_2_2,237614.35049799999,0.9146114568607641,163840.0,76.6886,12564660.224,76803.0,119.368,9167820.503999999,21732480.728
RS_WS,CONV5_2_3,1835009.0,0.21829327201392468,1835009.0,14.2757,26196037.9813,401409.0,34.5308,13860973.8972,40057011.8785
RS_WS,CONV5_2_Residual,7857.632678,0.2583874071492963,7169.0,14.0006,100370.3014,393.0,261.224,102661.03199999999,203031.3334
RS_WS,CONV5_3_1,1835009.0000000002,0.21850214727448192,1835009.0,14.2832,26209800.548800003,401409.0,34.592,13885540.127999999,40095340.6768
RS_WS,CONV5_3_2,237614.35049799999,0.9146114568607641,163840.0,76.6886,12564660.224,76803.0,119.368,9167820.503999999,21732480.728
RS_WS,CONV5_3_3,1835009.0,0.21829327201392468,1835009.0,14.2757,26196037.9813,401409.0,34.5308,13860973.8972,40057011.8785
RS_WS,CONV5_3_Residual,7857.632678,0.2583874071492963,7169.0,14.0006,100370.3014,393.0,261.224,102661.03199999999,203031.3334
RS_WS,FC1000,3029775.989,1.0,256000.0,587.618,150430208.0,127266.0,1198.65,152547390.9,302977598.9
WS_OS,CONV1,1330673.0000000002,0.3549092788445396,1330673.0,6.14303,8174364.159190001,1268736.0,30.7806,39052455.3216,47226819.48079
WS_OS,CONV2_1_1,353371.022136,1.0,100353.0,32.0312,3214427.0135999997,286720.0,112.035,32122675.2,35337102.2136
WS_OS,CONV2_1_2,1130565.419288,0.6870589561258524,139971.0,66.572,9318149.412,1089536.0,62.7408,68358360.2688,77676509.6808
WS_OS,CONV2_1_3,1413481.5219720001,0.9999999999999999,401409.0,32.0308,12857451.3972,1146880.0,112.035,128490700.8,141348152.1972
WS_OS,CONV2_1_Residual,28109.96434,1.0,3137.0,256.082,803329.2339999999,17920.0,112.035,2007667.2,2810996.434
WS_OS,CONV2_2_1,1413523.497856,1.0,401409.0,32.0384,12860502.105600001,1146880.0,112.036,128491847.68,141352349.7856
WS_OS,CONV2_2_2,1130565.419288,0.6870589561258524,139971.0,66.572,9318149.412,1089536.0,62.7408,68358360.2688,77676509.6808
WS_OS,CONV2_2_3,1413481.5219720001,0.9999999999999999,401409.0,32.0308,12857451.3972,1146880.0,112.035,128490700.8,141348152.1972
WS_OS,CONV2_2_Residual,28109.96434,1.0,3137.0,256.082,803329.2339999999,17920.0,112.035,2007667.2,2810996.434
WS_OS,CONV2_3_1,1413523.497856,1.0,401409.0,32.0384,12860502.105600001,1146880.0,112.036,128491847.68,141352349.7856
WS_OS,CONV2_3_2,1130565.419288,0.6870589561258524,139971.0,66.572,9318149.412,1089536.0,62.7408,68358360.2688,77676509.6808
WS_OS,CONV2_3_3,1413481.5219720001,0.9999999999999999,401409.0,32.0308,12857451.3972,1146880.0,112.035,128490700.8,141348152.1972
WS_OS,CONV2_3_Residual,28109.96434,1.0,3137.0,256.082,803329.2339999999,17920.0,112.035,2007667.2,2810996.434
WS_OS,CONV3_1_1,458753.0,0.7042285192489204,200705.0,32.1534,6453348.147,458753.0,56.3557,25853346.4421,32306694.5891
WS_OS,CONV3_1_2,1013779.9988250001,0.6108383704528941,129795.0,69.9216,9075474.072,983040.0,53.7619,52850098.176,61925572.247999996
WS_OS,CONV3_1_3,1303430.01487,1.0,401409.0,32.143,12902489.487,1048576.0,112.0,117440512.0,130343001.487
WS_OS,CONV3_1_Residual,13196.81063,1.0,1569.0,256.327,402177.063,8192.0,112.0,917504.0,1319681.063
WS_OS,CONV3_2_1,651736.04147,0.9999999999999999,200705.0,32.1534,6453348.147,524288.0,112.0,58720256.0,65173604.147
WS_OS,CONV3_2_2,1013779.9988250001,0.6108383704528941,129795.0,69.9216,9075474.072,983040.0,53.7619,52850098.176,61925572.247999996
WS_OS,CONV3_2_3,1303430.01487,1.0,401409.0,32.143,12902489.487,1048576.0,112.0,117440512.0,130343001.487
WS_OS,CONV3_1_Residual,13196.81063,1.0,1569.0,256.327,402177.063,8192.0,112.0,917504.0,1319681.063
WS_OS,CONV3_3_1,651736.04147,0.9999999999999999,200705.0,32.1534,6453348.147,524288.0,112.0,58720256.0,65173604.147
WS_OS,CONV3_3_2,1013779.9988250001,0.6108383704528941,129795.0,69.9216,9075474.072,983040.0,53.7619,52850098.176,61925572.247999996
WS_OS,CONV3_3_3,1303430.01487,1.0,401409.0,32.143,12902489.487,1048576.0,112.0,117440512.0,130343001.487
WS_OS,CONV3_3_Residual,13196.81063,1.0,1569.0,256.327,402177.063,8192.0,112.0,917504.0,1319681.063
WS_OS,CONV3_4_1,651736.04147,0.9999999999999999,200705.0,32.1534,6453348.147,524288.0,112.0,58720256.0,65173604.147
WS_OS,CONV3_4_2,1013779.9988250001,0.6108383704528941,129795.0,69.9216,9075474.072,983040.0,53.7619,52850098.176,61925572.247999996
WS_OS,CONV3_4_3,1303430.01487,1.0,401409.0,32.143,12902489.487,1048576.0,112.0,117440512.0,130343001.487
WS_OS,CONV3_4_Residual,13196.81063,1.0,1569.0,256.327,402177.063,8192.0,112.0,917504.0,1319681.063
WS_OS,CONV4_1_1,1048577.0,0.34869985320677466,200705.0,32.633,6549606.265000001,1048577.0,28.6238,30014258.332599998,36563864.5976
WS_OS,CONV4_1_2,1311842.101515,0.28040310015831127,110595.0,79.6719,8811313.780499998,1310721.0,21.3418,27973145.437799998,36784459.2183
WS_OS,CONV4_1_3,1048577.0,0.6848445357050555,401409.0,32.6124,13090910.8716,1048577.0,56.0,58720312.0,71811222.8716
WS_OS,CONV4_1_Residual,5771.4521,0.7475020194657771,785.0,257.306,201985.21,4097.0,56.0,229432.0,431417.20999999996
WS_OS,CONV4_2_1,1048577.0,0.6849616765101657,401409.0,32.643,13103193.987,1048577.0,56.0,58720312.0,71823505.987
WS_OS,CONV4_2_2,1311842.101515,0.28040310015831127,110595.0,79.6719,8811313.780499998,1310721.0,21.3418,27973145.437799998,36784459.2183
WS_OS,CONV4_2_3,1048577.0,0.6848445357050555,401409.0,32.6124,13090910.8716,1048577.0,56.0,58720312.0,71811222.8716
WS_OS,CONV4_2_Residual,5771.4521,0.7475020194657771,785.0,257.306,201985.21,4097.0,56.0,229432.0,431417.20999999996
WS_OS,CONV4_3_1,1048577.0,0.6849616765101657,401409.0,32.643,13103193.987,1048577.0,56.0,58720312.0,71823505.987
WS_OS,CONV4_3_2,1311842.101515,0.28040310015831127,110595.0,79.6719,8811313.780499998,1310721.0,21.3418,27973145.437799998,36784459.2183
WS_OS,CONV4_3_3,1048577.0,0.6848445357050555,401409.0,32.6124,13090910.8716,1048577.0,56.0,58720312.0,71811222.8716
WS_OS,CONV4_3_Residual,5771.4521,0.7475020194657771,785.0,257.306,201985.21,4097.0,56.0,229432.0,431417.20999999996
WS_OS,CONV4_4_1,1048577.0,0.6849616765101657,401409.0,32.643,13103193.987,1048577.0,56.0,58720312.0,71823505.987
WS_OS,CONV4_4_2,1311842.101515,0.28040310015831127,110595.0,79.6719,8811313.780499998,1310721.0,21.3418,27973145.437799998,36784459.2183
WS_OS,CONV4_4_3,1048577.0,0.6848445357050555,401409.0,32.6124,13090910.8716,1048577.0,56.0,58720312.0,71811222.8716
WS_OS,CONV4_4_Residual,5771.4521,0.7475020194657771,785.0,257.306,201985.21,4097.0,56.0,229432.0,431417.20999999996
WS_OS,CONV4_5_1,1048577.0,0.6849616765101657,401409.0,32.643,13103193.987,1048577.0,56.0,58720312.0,71823505.987
WS_OS,CONV4_5_2,1311842.101515,0.28040310015831127,110595.0,79.6719,8811313.780499998,1310721.0,21.3418,27973145.437799998,36784459.2183
WS_OS,CONV4_5_3,1048577.0,0.6848445357050555,401409.0,32.6124,13090910.8716,1048577.0,56.0,58720312.0,71811222.8716
WS_OS,CONV4_5_Residual,5771.4521,0.7475020194657771,785.0,257.306,201985.21,4097.0,56.0,229432.0,431417.20999999996
WS_OS,CONV4_6_1,1048577.0,0.6849616765101657,401409.0,32.643,13103193.987,1048577.0,56.0,58720312.0,71823505.987
WS_OS,CONV4_6_2,1311842.101515,0.28040310015831127,110595.0,79.6719,8811313.780499998,1310721.0,21.3418,27973145.437799998,36784459.2183
WS_OS,CONV4_6_3,1048577.0,0.6848445357050555,401409.0,32.6124,13090910.8716,1048577.0,56.0,58720312.0,71811222.8716
WS_OS,CONV4_6_Residual,5771.4521,0.7475020194657771,785.0,257.306,201985.21,4097.0,56.0,229432.0,431417.20999999996
WS_OS,CONV5_1_1,3670017.0,0.22945348748629768,200705.0,34.5717,6938713.0485,3670017.0,21.0547,77271106.9299,84209819.9784
WS_OS,CONV5_1_2,2640229.2794885,0.08531051262075873,76803.0,119.368,9167820.503999999,2621441.0,5.09495,13356110.82295,22523931.32695
WS_OS,CONV5_1_3,2097153.0,0.3110942425144946,401409.0,34.5308,13860973.8972,2097153.0,24.5,51380248.5,65241222.3972
WS_OS,CONV5_1_Residual,4826.89532,0.42063794331466875,393.0,261.224,102661.03199999999,4097.0,24.5,100376.5,203037.532
WS_OS,CONV5_2_1,2097153.0,0.31121138337546184,401409.0,34.592,13885540.127999999,2097153.0,24.5,51380248.5,65265788.628
WS_OS,CONV5_2_2,2640229.2794885,0.08531051262075873,76803.0,119.368,9167820.503999999,2621441.0,5.09495,13356110.82295,22523931.32695
WS_OS,CONV5_2_3,2097153.0,0.3110942425144946,401409.0,34.5308,13860973.8972,2097153.0,24.5,51380248.5,65241222.3972
WS_OS,CONV5_2_Residual,4826.89532,0.42063794331466875,393.0,261.224,102661.03199999999,4097.0,24.5,100376.5,203037.532
